City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,copiapo,-27.3667,-70.3333,18.83,40,16,3.56,CL,1682270547
277,bolivar,37.6145,-93.4105,11.82,37,13,3.46,US,1682270549
278,linxia chengguanzhen,35.6003,103.2064,5.92,72,93,1.26,CN,1682270550
279,freetown,8.484,-13.2299,29.84,70,20,6.17,SL,1682270551
280,saint-francois,46.4154,3.9054,13.87,81,100,7.72,FR,1682270434
281,labrador city,52.9463,-66.9114,9.95,40,75,5.14,CA,1682270552
282,abepura,-2.6333,140.5833,24.45,88,40,1.54,ID,1682270553
283,inirida,3.8653,-67.9239,27.37,84,100,0.97,CO,1682270347
284,mejit,10.2753,170.8646,27.05,82,98,9.49,MH,1682270326
285,galliano,29.4422,-90.2992,25.0,50,0,4.63,US,1682270555
286,likiep,9.8251,169.3107,27.29,82,97,9.79,MH,1682270556
287,cimislia,46.52,28.7842,13.08,63,80,3.34,MD,1682270557
288,hasilpur,29.7122,72.5553,27.4,14,0,2.97,PK,1682270557
289,kula,38.5473,28.6498,12.29,67,56,1.57,TR,1682270558
290,'alaqahdari dishu,30.4374,63.313,29.0,4,97,2.23,AF,1682270558
291,arno,60.1167,18.6333,3.77,71,100,5.75,SE,1682270560
292,caxito,-8.5785,13.6643,26.18,86,60,2.92,AO,1682270560
293,tutoia,-2.7619,-42.2744,30.08,61,90,3.14,BR,1682270526
294,boca do acre,-8.7522,-67.3978,28.06,77,90,1.28,BR,1682270336
295,port hedland,-20.3167,118.5667,24.03,78,75,0.0,AU,1682270562
296,kailua-kona,19.6406,-155.9956,24.72,86,100,4.12,US,1682270386
297,ronda,36.7423,-5.1671,23.7,24,3,2.14,ES,1682270562
298,dinguiraye,11.3,-10.7167,38.49,10,5,1.85,GN,1682270292
299,touros,-5.1989,-35.4608,29.37,65,57,6.59,BR,1682270369
300,puerto baquerizo moreno,-0.9,-89.6,28.55,74,75,5.14,EC,1682270242
301,la mira,18.035,-102.3266,29.98,51,97,3.5,MX,1682270564
302,kurmuk,10.55,34.2833,31.03,29,77,1.03,SD,1682270565
303,olonkinbyen,70.9221,-8.7187,-3.99,63,24,6.15,SJ,1682270322
304,aykhal,66.0,111.5,-10.01,97,100,0.9,RU,1682270328
305,timimoun,29.2639,0.231,32.98,12,79,6.27,DZ,1682270566
306,malango,-2.9627,119.9001,19.42,95,62,0.94,ID,1682270375
307,kovdor,67.5662,30.4758,-3.68,79,72,3.36,RU,1682270279
308,aasiaat,68.7098,-52.8699,0.66,99,100,3.65,GL,1682270340
309,vorgashor,67.5833,63.95,-6.66,82,100,7.08,RU,1682270272
310,antofagasta,-23.65,-70.4,19.6,69,4,4.57,CL,1682270309
311,vokhtoga,58.8147,41.0461,11.96,58,89,2.27,RU,1682270569
312,obock,12.25,43.0833,24.36,70,39,6.24,DJ,1682270570
313,uzgen,40.7699,73.3007,12.16,41,34,2.89,KG,1682270570
314,katsuura,35.1333,140.3,12.27,87,100,2.82,JP,1682270366
315,matoury,4.8483,-52.3317,24.98,94,100,2.06,GF,1682270571
316,mitsamiouli,-11.3847,43.2844,27.91,77,30,1.89,KM,1682270571
317,ancud,-41.8697,-73.8203,13.13,64,83,1.29,CL,1682270330
318,pangody,65.85,74.4859,0.76,93,100,7.28,RU,1682270310
319,zeya,53.75,127.2667,-3.51,78,46,2.29,RU,1682270573
320,yuzhno-kurilsk,44.0306,145.8556,1.43,79,71,6.22,RU,1682270338
321,edson,53.5835,-116.4356,7.08,53,0,3.6,CA,1682270574
322,mantua,45.1667,10.7833,22.83,67,66,0.45,IT,1682270574
323,broome,42.2506,-75.833,14.14,59,100,3.09,US,1682270372
324,altamira,-3.2033,-52.2064,26.05,89,100,1.54,BR,1682270575
325,howard springs,-12.497,131.047,24.95,71,38,2.92,AU,1682270368
326,kabare,-2.4683,28.8242,16.9,95,91,0.57,CD,1682270576
327,tralee,52.2704,-9.7026,13.14,62,20,4.63,IE,1682270330
328,saldanha,-33.0117,17.9442,16.35,96,100,4.51,ZA,1682270334
329,prince rupert,54.3161,-130.3201,7.05,92,100,10.29,CA,1682270339
330,rawala kot,33.8578,73.7604,12.6,48,0,2.98,PK,1682270578
331,pocone,-16.2567,-56.6228,26.9,68,59,2.17,BR,1682270394
332,ciudad acuna,29.3232,-100.9522,13.32,73,100,8.75,MX,1682270579
333,manistee,44.2445,-86.3242,3.92,69,100,5.14,US,1682270580
334,rio grande,-32.035,-52.0986,26.06,67,96,3.62,BR,1682270378
335,jayapura,-2.5333,140.7,24.66,92,100,1.25,ID,1682270581
336,malabrigo,-29.3464,-59.9696,25.35,45,100,2.29,AR,1682270582
337,korsakov,46.6328,142.7813,-0.09,81,93,7.13,RU,1682270583
338,san carlos,9.6612,-68.5827,35.75,41,83,0.16,VE,1682270583
339,khandyga,62.6667,135.6,-10.22,99,92,1.15,RU,1682270262
340,port saint john's,-31.6229,29.5448,20.7,74,1,4.73,ZA,1682270505
341,tongliao,43.6125,122.2653,3.48,17,3,3.51,CN,1682270586
342,levuka,50.1834,-105.4011,4.84,74,16,1.62,CA,1682270586
343,ketchikan,55.3422,-131.6461,8.26,87,100,2.06,US,1682270232
344,hammerfest,70.6634,23.6821,-0.75,74,75,4.63,NO,1682270316
345,papayal,-4.0761,-80.7361,24.26,85,100,2.55,PE,1682270588
346,jutai,-5.1833,-68.9,27.59,79,100,1.35,BR,1682270589
347,puyang chengguanzhen,35.7028,115.0053,7.75,93,100,3.9,CN,1682270590
348,palmer,42.1584,-72.3287,13.25,83,100,5.66,US,1682270590
349,peace river,56.2501,-117.286,6.17,81,100,4.12,CA,1682270591
350,san rafael del sur,11.8485,-86.4384,31.54,45,100,3.25,NI,1682270592
351,nar'yan-mar,67.6713,53.087,-6.83,87,63,6.05,RU,1682270329
352,waingapu,-9.6567,120.2641,25.73,86,42,5.23,ID,1682270355
353,jimma,7.6667,36.8333,18.14,84,97,1.65,ET,1682270594
354,coquimbo,-29.9533,-71.3436,18.85,68,75,3.6,CL,1682270301
355,talakan,50.3167,130.3667,0.62,71,95,3.22,RU,1682270595
356,andalgala,-27.5819,-66.3165,15.51,94,100,1.81,AR,1682270595
357,basco,20.4487,121.9702,24.76,75,6,6.78,PH,1682270596
358,broken hill,-31.95,141.4333,15.83,56,0,4.43,AU,1682270313
359,maitum,6.0392,124.4986,25.92,87,72,1.14,PH,1682270598
360,kegen,43.0197,79.2203,7.61,40,99,1.79,KZ,1682270599
361,la ronge,55.1001,-105.2842,5.14,33,75,4.12,CA,1682270340
362,yanam,16.7333,82.2167,27.03,79,88,2.94,IN,1682270601
363,antsiranana,-12.2787,49.2917,24.79,91,74,2.61,MG,1682270602
364,moab,38.5733,-109.5498,14.16,34,79,1.28,US,1682270603
365,mhangura,-16.8939,30.1683,21.95,42,100,1.05,ZW,1682270369
366,songjianghe,42.1859,127.479,-3.73,43,16,1.19,CN,1682270605
367,bako,5.7833,36.5667,18.07,87,100,1.18,ET,1682270606
368,murzuq,25.9155,13.9184,29.94,12,44,2.63,LY,1682270607
369,murgab,37.4966,61.9714,25.93,27,75,2.06,TM,1682270607
370,vila franca do campo,37.7167,-25.4333,18.23,90,93,6.94,PT,1682270350
371,ciudad bolivar,8.1222,-63.5497,30.15,60,95,3.16,VE,1682270609
372,nurmes,63.5421,29.1397,0.34,98,100,3.05,FI,1682270610
373,ulladulla,-35.35,150.4667,11.54,84,47,2.81,AU,1682270611
374,catalao,-18.1658,-47.9464,25.83,54,64,3.88,BR,1682270601
375,birao,10.2849,22.7882,31.24,38,96,3.33,CF,1682270351
376,quincy,42.2529,-71.0023,13.07,91,100,6.17,US,1682270541
377,igarka,67.4667,86.5833,1.15,88,100,5.86,RU,1682270614
378,qaqortoq,60.7167,-46.0333,2.52,72,56,1.97,GL,1682270311
379,mournies,35.4764,24.0092,17.13,82,20,5.14,GR,1682270616
380,tomsk,58.5,82.5,3.46,91,96,4.9,RU,1682270616
381,gizo,-8.103,156.8419,28.2,76,60,1.75,SB,1682270379
382,santa terezinha,-29.9002,-50.0904,23.07,65,50,5.07,BR,1682270618
383,el calafate,-50.3408,-72.2768,8.67,77,93,1.44,AR,1682270391
384,acarau,-2.8856,-40.12,29.44,65,100,4.34,BR,1682270619
385,huangshan,29.7114,118.3125,13.84,98,100,1.17,CN,1682270619
386,sola,-13.8833,167.55,27.62,75,28,6.84,VU,1682270384
387,weno,7.4515,151.8468,27.97,89,75,2.06,FM,1682270339
388,talara,-4.5772,-81.2719,30.42,66,40,5.66,PE,1682270620
389,lospalos,-8.5186,127.0025,22.57,95,79,2.75,TL,1682270363
390,ghanzi,-21.5667,21.7833,26.35,26,100,3.21,BW,1682270622
391,arraial do cabo,-22.9661,-42.0278,27.98,57,40,4.12,BR,1682270260
392,mudon,16.2578,97.7164,27.67,76,3,2.45,MM,1682270623
393,bereznik,62.8551,42.7072,-0.86,92,100,0.72,RU,1682270522
394,balykchy,42.4557,76.1861,11.56,68,97,0.94,KG,1682270624
395,motueka,-41.1333,173.0167,13.39,62,46,5.26,NZ,1682270624
396,laibin,23.7,109.2667,20.48,94,73,4.29,CN,1682270625
397,nuku'alofa,-21.1333,-175.2,24.19,83,20,3.09,TO,1682270626
398,alpatovo,43.7028,45.2415,14.03,72,100,2.38,RU,1682270626
399,kingston,17.997,-76.7936,31.8,60,0,2.68,JM,1682270048
400,puri,19.8,85.85,26.29,76,65,5.96,IN,1682270627
401,gaspe,48.8334,-64.4819,4.12,81,100,5.14,CA,1682270169
402,eceabat,40.1842,26.3574,13.98,72,0,5.66,TR,1682270628
403,roha,18.4333,73.1167,26.41,66,8,1.14,IN,1682270629
404,alice springs,-23.7,133.8833,10.75,82,0,2.57,AU,1682270310
405,nacozari viejo,30.4,-109.65,23.4,15,40,3.41,MX,1682270629
406,philadelphia,39.9523,-75.1638,20.49,40,40,6.17,US,1682270169
407,altai,46.3722,96.2583,-2.61,93,100,1.53,MN,1682270631
408,tidjikja,18.5564,-11.4271,35.24,9,0,4.09,MR,1682270376
409,lebowakgomo,-24.2,29.5,20.5,29,9,1.59,ZA,1682270632
410,la gi,10.6667,107.7833,26.67,82,48,3.9,VN,1682270632
411,mili,6.0815,171.735,27.74,81,29,8.31,MH,1682270402
412,slave lake,55.2834,-114.769,7.99,42,40,5.66,CA,1682270633
413,nasir,15.5894,32.5634,38.84,8,75,3.15,SD,1682270634
414,opuwo,-18.0607,13.84,28.17,36,44,4.45,NA,1682270336
415,es castell,39.8795,4.2854,18.38,82,0,2.57,ES,1682270359
416,fairfax,38.8501,-77.3497,18.69,46,75,4.63,US,1682270438
417,stornoway,58.2093,-6.3865,7.18,72,75,12.35,GB,1682270635
418,ulaangom,49.9811,92.0667,3.85,28,2,1.27,MN,1682270636
419,south hedland,-20.4089,118.5983,23.96,78,75,0.0,AU,1682270636
420,pisco,-13.7,-76.2167,24.03,73,20,3.6,PE,1682270354
421,navojoa,27.1,-109.4333,29.45,25,1,3.13,MX,1682270637
422,al qubbah,32.7616,22.2424,14.37,81,36,5.27,LY,1682270638
423,polyarnyy,69.1989,33.4478,-1.33,76,56,11.14,RU,1682270364
424,pathein,16.7833,94.7333,27.44,84,49,2.98,MM,1682270328
425,thinadhoo,0.5333,72.9333,29.15,72,100,2.53,MV,1682270639
426,tazacorte,28.629,-17.9293,20.54,86,75,2.57,ES,1682270339
427,makueni boma,-1.8041,37.6203,18.54,92,100,0.62,KE,1682270640
428,bandarbeyla,9.4942,50.8122,28.16,68,17,5.75,SO,1682270331
429,kuqa,41.7278,82.9364,12.56,27,22,4.48,CN,1682270641
430,kembe,4.6228,21.8865,25.57,66,80,1.37,CF,1682270643
431,pokhara,28.2333,83.9833,19.58,34,28,3.37,NP,1682270181
432,chibougamau,49.9168,-74.3659,5.79,93,100,4.12,CA,1682270645
433,naze,28.3667,129.4833,19.51,82,64,6.95,JP,1682270376
434,kandahar,31.0,65.75,24.05,6,100,2.99,AF,1682270646
435,zemio,5.0314,25.1361,25.86,62,100,2.39,CF,1682270364
436,kalemie,-5.9475,29.1947,22.94,83,72,0.83,CD,1682270648
437,yarkovo,57.4028,67.0786,6.91,91,98,2.65,RU,1682270649
438,babayevo,59.3936,35.9371,11.08,60,100,2.49,RU,1682270649
439,campbellton,48.0075,-66.6727,6.25,67,100,5.52,CA,1682270651
440,cide,41.8921,33.0044,10.24,92,100,3.36,TR,1682270652
441,santo antonio,-6.3106,-35.4789,31.41,48,18,6.66,BR,1682270653
442,gebeit,21.0667,36.3167,28.52,42,42,5.28,SD,1682270653
443,al ghayzah,16.2079,52.176,28.52,67,1,5.23,YE,1682270654
444,tadine,-21.55,167.8833,24.18,80,62,1.81,NC,1682270655
445,vihti,60.417,24.3197,13.07,55,76,2.68,FI,1682270656
446,ust-tsilma,65.441,52.1498,-6.33,89,57,2.59,RU,1682270656
447,tha khanon,9.0302,98.9529,27.93,86,31,0.53,TH,1682270657
448,galeana,24.8333,-100.0667,22.84,42,22,1.73,MX,1682270184
449,ola,59.5833,151.2833,-0.55,66,97,4.84,RU,1682270394
450,zanjan,36.6736,48.4787,14.82,49,99,3.36,IR,1682270659
451,bondo,3.8146,23.6866,25.56,67,91,2.23,CD,1682270660
452,nelidovo,56.2211,32.7774,12.02,57,87,2.32,RU,1682270661
453,yanjiang,30.1211,104.6481,11.05,83,93,2.23,CN,1682270662
454,minbu,20.1833,94.8833,30.46,48,6,3.0,MM,1682270663
455,remire-montjoly,4.9167,-52.2667,25.02,94,100,2.06,GF,1682270393
456,as samawah,31.332,45.2944,33.49,17,35,3.18,IQ,1682270181
457,ishigaki,24.3448,124.1572,23.07,88,75,2.06,JP,1682270621
458,ingeniero jacobacci,-41.3427,-69.5448,18.1,32,4,2.93,AR,1682270666
459,turpan,42.9333,89.1667,17.08,23,6,2.39,CN,1682270667
460,san fernando,15.0286,120.6898,26.85,83,87,1.65,PH,1682270342
461,shimoda,34.6667,138.95,11.72,83,88,1.36,JP,1682270668
462,ingeniero guillermo n. juarez,-23.9,-61.85,24.87,55,82,1.96,AR,1682270669
463,laascaanood,8.4774,47.3597,30.88,34,46,4.93,SO,1682270670
464,sa'dah,16.9402,43.7639,20.71,57,58,3.03,YE,1682270671
465,xilin hot,43.9667,116.0333,4.24,30,84,1.91,CN,1682270672
466,chernyshevsk,52.5243,117.0174,-1.73,55,93,3.25,RU,1682270672
467,ujae,8.9322,165.7642,27.67,82,100,8.44,MH,1682270673
468,fortuna,40.5982,-124.1573,12.74,95,100,0.89,US,1682270378
469,ghat,24.9647,10.1728,30.46,12,10,5.68,LY,1682270674
470,el trebol,-32.2008,-61.7014,21.68,63,100,1.79,AR,1682270675
471,okhotsk,59.3833,143.3,-2.53,71,97,9.01,RU,1682270676
472,bad langensalza,51.1,10.65,18.38,45,99,2.68,DE,1682270676
473,trujillo,-8.116,-79.03,25.98,65,40,5.14,PE,1682270677
474,kavaratti,10.5669,72.642,28.86,71,4,6.14,IN,1682270369
475,kaa-khem,51.6833,94.7333,2.48,51,5,2.24,RU,1682270678
476,lodja,-3.4833,23.4333,20.96,99,100,1.67,CD,1682270387
477,cidade velha,14.9167,-23.6167,26.26,57,20,9.26,CV,1682270679
478,high river,50.5834,-113.8687,10.17,56,100,3.16,CA,1682270400
479,vila velha,-20.3297,-40.2925,24.97,80,75,3.09,BR,1682270680
480,santo antonio do taua,-1.1519,-48.1294,32.97,53,100,0.66,BR,1682270680
481,santa elena de uairen,4.6167,-61.1333,21.56,87,100,2.45,VE,1682270681
482,bol,13.4586,14.7147,30.57,46,19,0.91,TD,1682270682
483,rio tuba,8.5061,117.4317,28.09,80,11,4.1,PH,1682270682
484,happy valley-goose bay,53.3168,-60.3315,6.91,75,99,1.85,CA,1682270131
485,walvis bay,-22.9575,14.5053,19.53,68,0,7.72,NA,1682270337
486,sarina,-21.4333,149.2167,22.37,79,100,7.17,AU,1682270683
487,bel ombre,-4.6167,55.4167,28.91,79,20,1.03,SC,1682270684
488,grand falls-windsor,48.9332,-55.6649,3.61,94,100,2.24,CA,1682270413
489,trinidad,-14.8333,-64.9,29.99,62,40,2.57,BO,1682270685
490,darwin,-12.4611,130.8418,24.99,63,32,3.09,AU,1682270686
491,roma,43.2128,-75.4557,12.43,71,100,4.63,US,1682270686
492,el bauga,18.262,33.9081,34.42,8,23,0.77,SD,1682270687
493,ukholovo,53.7929,40.4892,13.76,39,6,0.6,RU,1682270687
494,nemuro,43.3236,145.575,1.58,78,44,6.16,JP,1682270326
495,asau,46.4333,26.4,12.51,86,99,0.84,RO,1682270688
496,malakal,9.5334,31.6605,33.47,35,84,3.31,SS,1682270689
497,danane,7.2596,-8.155,28.8,64,87,0.63,CI,1682270689
498,pointe-noire,-4.7761,11.8635,28.04,83,20,3.09,CG,1682270624
499,maturin,9.75,-63.1767,26.91,94,100,2.06,VE,1682270690
500,coahuayana de hidalgo,18.7,-103.6583,31.12,51,90,2.45,MX,1682270448
501,zerbst,51.9667,12.0833,17.39,73,70,2.61,DE,1682270691
502,lamesa,32.7376,-101.951,6.4,69,100,5.9,US,1682270692
503,siwa oasis,29.2041,25.5195,28.7,20,17,4.76,EG,1682270693
504,florence,43.7667,11.25,20.45,48,40,3.6,IT,1682270693
505,prado,-17.3411,-39.2208,24.74,79,97,5.56,BR,1682270694
506,karratha,-20.7377,116.8463,26.09,71,31,0.37,AU,1682270384
507,trenton,40.217,-74.7429,20.08,46,20,3.13,US,1682270401
508,salalah,17.0151,54.0924,29.05,74,20,3.6,OM,1682270307
509,saint-joseph,-21.3667,55.6167,26.37,82,99,1.3,RE,1682270696
510,lamu,-2.2717,40.902,28.12,84,100,3.41,KE,1682270696
511,grand gaube,-20.0064,57.6608,26.22,80,100,5.05,MU,1682270697
512,bankim,6.083,11.4905,26.45,67,100,0.81,CM,1682270697
513,mugia,43.1041,-9.2179,17.31,94,90,4.76,ES,1682270698
514,manismata,-2.4667,111.0333,24.35,97,99,0.66,ID,1682270698
515,brownwood,31.7093,-98.9912,9.42,92,75,5.14,US,1682270455
516,trenggalek,-8.05,111.7167,24.73,96,100,0.4,ID,1682270699
517,marquette,46.5333,-87.6335,0.93,70,100,3.13,US,1682270700
518,pangkalanbuun,-2.6833,111.6167,25.24,91,94,0.66,ID,1682270701
519,cobija,-11.0267,-68.7692,31.1,66,75,4.12,BO,1682270701
520,breyten,-26.3018,29.987,14.7,27,0,0.95,ZA,1682270702
521,malanje,-9.5402,16.341,20.36,94,100,1.92,AO,1682270702
522,labytnangi,66.6572,66.4183,-3.43,90,100,8.17,RU,1682270704
523,lhasa,29.65,91.1,7.97,36,83,2.85,CN,1682270705
524,nabire,-3.3667,135.4833,24.61,93,99,1.12,ID,1682270337
525,mahanje,-9.9333,35.3333,19.5,94,99,0.62,TZ,1682270401
526,awjilah,29.1081,21.2869,30.39,14,3,4.54,LY,1682270706
527,viqueque,-8.8673,126.3658,24.72,93,70,0.7,TL,1682270377
528,humberto de campos,-2.5983,-43.4611,31.77,51,100,1.89,BR,1682270393
529,villa yapacani,-17.4,-63.8333,25.67,58,100,0.92,BO,1682270708
530,taltal,-25.4,-70.4833,20.42,69,6,3.35,CL,1682270341
531,kapuskasing,49.4169,-82.4331,-0.95,86,75,4.12,CA,1682270317
532,pelabuhanratu,-6.9875,106.5514,26.23,90,92,2.58,ID,1682270710
533,huarmey,-10.0681,-78.1522,27.13,70,11,4.65,PE,1682270710
534,sitangkai,4.6628,119.3928,28.65,73,86,3.39,PH,1682270711
535,puerto yuca,2.9383,-73.2083,22.48,94,100,1.12,CO,1682270712
536,yeppoon,-23.1333,150.7333,17.88,71,96,8.27,AU,1682270524
537,geraldton,-28.7667,114.6,20.23,83,75,3.6,AU,1682270713
538,kruhlaye,54.2466,29.7957,12.5,69,98,3.13,BY,1682270714
539,chui,-33.6971,-53.4616,22.59,56,90,2.89,UY,1682270714
540,sol'tsy,58.1239,30.3238,13.71,60,43,2.21,RU,1682270715
541,shubarshi,48.5872,57.1869,13.33,60,54,3.63,KZ,1682270716
542,princeville,45.7668,-61.2985,13.68,67,20,5.66,CA,1682270717
543,lethem,3.3803,-59.7968,24.05,90,100,2.33,GY,1682270717
544,sipalay,9.75,122.5,26.39,81,50,1.65,PH,1682270718
545,kismayo,-0.3582,42.5454,28.94,69,100,0.51,SO,1682270719
546,zuyevka,58.405,51.1335,7.81,66,99,1.85,RU,1682270719
547,bereket,39.2446,55.5154,26.5,29,30,4.34,TM,1682270615
548,watsa,3.0372,29.5355,18.0,98,100,1.48,CD,1682270721
549,yuanping,38.7153,112.7575,4.72,76,100,1.01,CN,1682270722
550,atar,20.5169,-13.0499,35.24,10,0,4.38,MR,1682270723
551,boyolangu,-8.1181,111.8935,24.81,93,99,0.68,ID,1682270364
552,gilgit,35.9221,74.3087,13.77,32,0,1.61,PK,1682270724
553,port shepstone,-30.7414,30.455,21.2,71,1,3.26,ZA,1682270724
554,ochakiv,46.6128,31.5498,11.65,67,98,2.67,UA,1682270725
555,camana,-16.6228,-72.7111,23.96,71,2,5.26,PE,1682270726
